Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
E4,UNKNOWN,28.506,,entero,38,8/22/18,pre storm 03,475,1
E5,UNKNOWN,32.652,,entero,38,8/22/18,pre storm 03,475,10
E6,UNKNOWN,27.962,,entero,46,9/15/18,1,415,1
E7,UNKNOWN,27.938,,entero,46,9/15/18,1,415,1
E8,UNKNOWN,32.264,,entero,46,9/15/18,1,415,10
E9,UNKNOWN,29.815,,entero,54,9/15/18,9,570,1
E10,UNKNOWN,29.588,,entero,54,9/15/18,9,570,1
E11,UNKNOWN,33.121,,entero,54,9/15/18,9,570,10
F3,UNKNOWN,31.831,,entero,39,8/22/18,pre storm 04,360,1
F4,UNKNOWN,31.536,,entero,39,8/22/18,pre storm 04,360,1
F5,UNKNOWN,35.796,,entero,39,8/22/18,pre storm 04,360,10
F6,UNKNOWN,29.886,,entero,47,9/15/18,2,625,1
F7,UNKNOWN,29.997,,entero,47,9/15/18,2,625,1
F8,UNKNOWN,34.943,,entero,47,9/15/18,2,625,10
F9,UNKNOWN,33.04,,entero,55,9/15/18,10,460,1
F10,UNKNOWN,32.902,,entero,55,9/15/18,10,460,1
F11,UNKNOWN,36.402,,entero,55,9/15/18,10,460,10
G3,UNKNOWN,30.065,,entero,40,8/22/18,pre storm 05,533,1
G4,UNKNOWN,30.096,,entero,40,8/22/18,pre storm 05,533,1
G5,UNKNOWN,33.506,,entero,40,8/22/18,pre storm 05,533,10
G6,UNKNOWN,32.29,,entero,48,9/15/18,3,560,1
G7,UNKNOWN,32.179,,entero,48,9/15/18,3,560,1
G8,UNKNOWN,37.111,,entero,48,9/15/18,3,560,10
G9,UNKNOWN,31.849,,entero,56,9/15/18,11,475,1
G10,UNKNOWN,31.013,,entero,56,9/15/18,11,475,1
G11,UNKNOWN,34.991,,entero,56,9/15/18,11,475,10
H3,UNKNOWN,32.075,,entero,41,8/29/18,post 01,560,1
H4,UNKNOWN,32.246,,entero,41,8/29/18,post 01,560,1
H5,UNKNOWN,34.769,,entero,41,8/29/18,post 01,560,10
H6,UNKNOWN,30.111,,entero,49,9/15/18,4,315,1
H7,UNKNOWN,30.258,,entero,49,9/15/18,4,315,1
H8,UNKNOWN,33.864,,entero,49,9/15/18,4,315,10
H9,UNKNOWN,34.983,,entero,57,9/15/18,12,475,1
H10,UNKNOWN,34.865,,entero,57,9/15/18,12,475,1
H11,UNKNOWN,37.747,,entero,57,9/15/18,12,475,10
