Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
D8,UNKNOWN,36.845,,entero,149,1/20/19,S4-S,305,10
D9,UNKNOWN,34.844,,entero,157,1/20/19,S7-M,320,1
D10,UNKNOWN,35.36,,entero,157,1/20/19,S7-M,320,1
D11,UNKNOWN,39.209,,entero,157,1/20/19,S7-M,320,10
E3,UNKNOWN,34.915,,entero,142,1/20/19,S2-M,305,1
E4,UNKNOWN,33.658,,entero,142,1/20/19,S2-M,305,1
E5,UNKNOWN,38.626,,entero,142,1/20/19,S2-M,305,10
E6,UNKNOWN,32.037,,entero,150,1/20/19,S5-B,435,1
E7,UNKNOWN,32.915,,entero,150,1/20/19,S5-B,435,1
E8,UNKNOWN,33.765,,entero,150,1/20/19,S5-B,435,10
E9,UNKNOWN,37.029,,entero,158,1/20/19,S7-S,335,1
E10,UNKNOWN,37.038,,entero,158,1/20/19,S7-S,335,1
E11,UNKNOWN,40.396,,entero,158,1/20/19,S7-S,335,10
F3,UNKNOWN,36.246,,entero,143,1/20/19,S2-S,295,1
F4,UNKNOWN,34.375,,entero,143,1/20/19,S2-S,295,1
F5,UNKNOWN,39.289,,entero,143,1/20/19,S2-S,295,10
F6,UNKNOWN,33.824,,entero,151,1/20/19,S5-M,440,1
F7,UNKNOWN,33.144,,entero,151,1/20/19,S5-M,440,1
F8,UNKNOWN,36.184,,entero,151,1/20/19,S5-M,440,10
F9,UNKNOWN,34.052,,entero,159,1/20/19,S8-B,305,1
F10,UNKNOWN,35.117,,entero,159,1/20/19,S8-B,305,1
F11,UNKNOWN,38.415,,entero,159,1/20/19,S8-B,305,10
G3,UNKNOWN,37.307,,entero,144,1/20/19,S3-B,315,1
G4,UNKNOWN,37.403,,entero,144,1/20/19,S3-B,315,1
G5,UNKNOWN,38.018,,entero,144,1/20/19,S3-B,315,10
G6,UNKNOWN,32.13,,entero,152,1/20/19,S5-S,360,1
G7,UNKNOWN,31.667,,entero,152,1/20/19,S5-S,360,1
G8,UNKNOWN,35.741,,entero,152,1/20/19,S5-S,360,10
G9,UNKNOWN,34.482,,entero,160,1/20/19,S8-M,305,1
G10,UNKNOWN,35.142,,entero,160,1/20/19,S8-M,305,1
G11,UNKNOWN,37.579,,entero,160,1/20/19,S8-M,305,10
H3,UNKNOWN,35.925,,entero,145,1/20/19,S3-M,325,1
H4,UNKNOWN,35.601,,entero,145,1/20/19,S3-M,325,1
H5,UNKNOWN,36.822,,entero,145,1/20/19,S3-M,325,10
H6,UNKNOWN,36.532,,entero,153,1/20/19,S6-B,360,1
H7,UNKNOWN,36.121,,entero,153,1/20/19,S6-B,360,1
H8,UNKNOWN,38.447,,entero,153,1/20/19,S6-B,360,10
H9,UNKNOWN,33.982,,entero,161,1/20/19,S8-S,315,1
H10,UNKNOWN,33.816,,entero,161,1/20/19,S8-S,315,1
H11,UNKNOWN,36.979,,entero,161,1/20/19,S8-S,315,10
