Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
D7,UNKNOWN,32.287,,entero,81,10/21/18,Site 7,550,1
D8,UNKNOWN,35.086,,entero,81,10/21/18,Site 7,550,10
D9,UNKNOWN,35.992,,entero,89,10/21/18,Site 13,575,1
D10,UNKNOWN,37.977,,entero,89,10/21/18,Site 13,575,1
D11,UNKNOWN,40.309,,entero,89,10/21/18,Site 13,575,10
E3,UNKNOWN,34.584,,entero,74,10/21/18,Site 3,512,1
E4,UNKNOWN,34.07,,entero,74,10/21/18,Site 3,512,1
E5,UNKNOWN,37.492,,entero,74,10/21/18,Site 3,512,10
E6,UNKNOWN,34.456,,entero,82,10/21/18,Site 9,675,1
E7,UNKNOWN,34.945,,entero,82,10/21/18,Site 9,675,1
E8,UNKNOWN,36.873,,entero,82,10/21/18,Site 9,675,10
E9,UNKNOWN,34.75,,entero,90,10/21/18,Site 13,605,1
E10,UNKNOWN,34.792,,entero,90,10/21/18,Site 13,605,1
E11,UNKNOWN,39.526,,entero,90,10/21/18,Site 13,605,10
F3,UNKNOWN,34.719,,entero,75,10/21/18,Site 3,503,1
F4,UNKNOWN,36.455,,entero,75,10/21/18,Site 3,503,1
F5,UNKNOWN,37.397,,entero,75,10/21/18,Site 3,503,10
F6,UNKNOWN,34.238,,entero,83,10/21/18,Site 9,605,1
F7,UNKNOWN,34.533,,entero,83,10/21/18,Site 9,605,1
F8,UNKNOWN,40.086,,entero,83,10/21/18,Site 9,605,10
F9,UNKNOWN,,,entero,blank2,,,,1
F10,UNKNOWN,,,entero,blank2,,,,1
F11,UNKNOWN,,,entero,blank2,,,,1
G3,UNKNOWN,32.299,,entero,76,10/21/18,Site 5,530,1
G4,UNKNOWN,32.438,,entero,76,10/21/18,Site 5,530,1
G5,UNKNOWN,34.196,,entero,76,10/21/18,Site 5,530,10
G6,UNKNOWN,33.642,,entero,84,10/21/18,Site 9,545,1
G7,UNKNOWN,33.591,,entero,84,10/21/18,Site 9,545,1
G8,UNKNOWN,37.984,,entero,84,10/21/18,Site 9,545,10
G9,UNKNOWN,37.216,,entero,blank4,,,,1
G10,UNKNOWN,,,entero,blank4,,,,1
G11,UNKNOWN,,,entero,blank4,,,,1
H3,UNKNOWN,33.669,,entero,77,10/21/18,Site 5,575,1
H4,UNKNOWN,33.406,,entero,77,10/21/18,Site 5,575,1
H5,UNKNOWN,35.583,,entero,77,10/21/18,Site 5,575,10
H6,UNKNOWN,35.075,,entero,85,10/21/18,Site 11,505,1
H7,UNKNOWN,40.147,,entero,85,10/21/18,Site 11,505,1
H8,UNKNOWN,,,entero,85,10/21/18,Site 11,505,10
