Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
C6,UNKNOWN,28.647,,E. Coli,136,12/15/18,11,460,1
C7,UNKNOWN,28.781,,E. Coli,136,12/15/18,11,460,1
C8,UNKNOWN,32.265,,E. Coli,136,12/15/18,11,460,10
C9,UNKNOWN,31.779,,E. Coli,168,1/26/19,7,440,1
C10,UNKNOWN,31.455,,E. Coli,168,1/26/19,7,440,1
C11,UNKNOWN,35.448,,E. Coli,168,1/26/19,7,440,10
D3,UNKNOWN,33.95,,E. Coli,129,12/15/18,4,440,1
D4,UNKNOWN,34.089,,E. Coli,129,12/15/18,4,440,1
D5,UNKNOWN,37.426,,E. Coli,129,12/15/18,4,440,10
D6,UNKNOWN,31.255,,E. Coli,137,12/15/18,12,465,1
D7,UNKNOWN,31.206,,E. Coli,137,12/15/18,12,465,1
D8,UNKNOWN,34.391,,E. Coli,137,12/15/18,12,465,10
D9,UNKNOWN,31.36,,E. Coli,169,1/26/19,8,435,1
D10,UNKNOWN,31.464,,E. Coli,169,1/26/19,8,435,1
D11,UNKNOWN,34.451,,E. Coli,169,1/26/19,8,435,10
E3,UNKNOWN,31.052,,E. Coli,130,12/15/18,5,455,1
E4,UNKNOWN,31.029,,E. Coli,130,12/15/18,5,455,1
E5,UNKNOWN,35.143,,E. Coli,130,12/15/18,5,455,10
E6,UNKNOWN,27.2,,E. Coli,162,1/26/19,1,490,1
E7,UNKNOWN,27.281,,E. Coli,162,1/26/19,1,490,1
E8,UNKNOWN,30.664,,E. Coli,162,1/26/19,1,490,10
E9,UNKNOWN,27.389,,E. Coli,170,1/26/19,9,435,1
E10,UNKNOWN,27.405,,E. Coli,170,1/26/19,9,435,1
E11,UNKNOWN,30.553,,E. Coli,170,1/26/19,9,435,10
F3,UNKNOWN,31.524,,E. Coli,131,12/15/18,6,425,1
F4,UNKNOWN,31.388,,E. Coli,131,12/15/18,6,425,1
F5,UNKNOWN,34.431,,E. Coli,131,12/15/18,6,425,10
F6,UNKNOWN,30.978,,E. Coli,163,1/26/19,2,440,1
F7,UNKNOWN,30.48,,E. Coli,163,1/26/19,2,440,1
F8,UNKNOWN,32.997,,E. Coli,163,1/26/19,2,440,10
F9,UNKNOWN,29.322,,E. Coli,171,1/26/19,10,425,1
F10,UNKNOWN,29.373,,E. Coli,171,1/26/19,10,425,1
F11,UNKNOWN,32.626,,E. Coli,171,1/26/19,10,425,10
G3,UNKNOWN,32.637,,E. Coli,132,12/15/18,7,455,1
G4,UNKNOWN,32.981,,E. Coli,132,12/15/18,7,455,1
G5,UNKNOWN,34.976,,E. Coli,132,12/15/18,7,455,10
G6,UNKNOWN,33.958,,E. Coli,164,1/26/19,3,405,1
G7,UNKNOWN,32.967,,E. Coli,164,1/26/19,3,405,1
G8,UNKNOWN,35.938,,E. Coli,164,1/26/19,3,405,10
G9,UNKNOWN,30.342,,E. Coli,172,1/26/19,11,415,1
G10,UNKNOWN,30.657,,E. Coli,172,1/26/19,11,415,1
G11,UNKNOWN,34.017,,E. Coli,172,1/26/19,11,415,10
H3,UNKNOWN,31.2,,E. Coli,133,12/15/18,8,455,1
H4,UNKNOWN,30.946,,E. Coli,133,12/15/18,8,455,1
H5,UNKNOWN,34.023,,E. Coli,133,12/15/18,8,455,10
H6,UNKNOWN,32.427,,E. Coli,165,1/26/19,4,415,1
H7,UNKNOWN,32.355,,E. Coli,165,1/26/19,4,415,1
H8,UNKNOWN,36.163,,E. Coli,165,1/26/19,4,415,10
H9,UNKNOWN,26.839,,E. Coli,173,1/26/19,12,400,1
H10,UNKNOWN,27.008,,E. Coli,173,1/26/19,12,400,1
H11,UNKNOWN,30.164,,E. Coli,173,1/26/19,12,400,10
