Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
D9,UNKNOWN,30.492,,EColi,251,3/23/19,8,455,1
D10,UNKNOWN,30.253,,EColi,251,3/23/19,8,455,1
D11,UNKNOWN,34.031,,EColi,251,3/23/19,8,455,10
E3,UNKNOWN,31.84,,EColi,212,2/23/19,5,435,1
E4,UNKNOWN,31.933,,EColi,212,2/23/19,5,435,1
E5,UNKNOWN,34.038,,EColi,212,2/23/19,5,435,10
E6,UNKNOWN,27.872,,EColi,244,3/23/19,1,505,1
E7,UNKNOWN,27.985,,EColi,244,3/23/19,1,505,1
E8,UNKNOWN,31.745,,EColi,244,3/23/19,1,505,10
E9,UNKNOWN,30.199,,EColi,252,3/23/19,9,470,1
E10,UNKNOWN,30.074,,EColi,252,3/23/19,9,470,1
E11,UNKNOWN,33.943,,EColi,252,3/23/19,9,470,10
F3,UNKNOWN,31.136,,EColi,213,2/23/19,6,305,1
F4,UNKNOWN,31.073,,EColi,213,2/23/19,6,305,1
F5,UNKNOWN,33.818,,EColi,213,2/23/19,6,305,10
F6,UNKNOWN,29.471,,EColi,245,3/23/19,2,450,1
F7,UNKNOWN,29.82,,EColi,245,3/23/19,2,450,1
F8,UNKNOWN,32.314,,EColi,245,3/23/19,2,450,10
F9,UNKNOWN,29.145,,EColi,253,3/23/19,10,455,1
F10,UNKNOWN,29.234,,EColi,253,3/23/19,10,455,1
F11,UNKNOWN,31.782,,EColi,253,3/23/19,10,455,10
G3,UNKNOWN,31.928,,EColi,214,2/23/19,7,415,1
G4,UNKNOWN,31.851,,EColi,214,2/23/19,7,415,1
G5,UNKNOWN,36.102,,EColi,214,2/23/19,7,415,10
G6,UNKNOWN,30.895,,EColi,246,3/23/19,3,435,1
G7,UNKNOWN,31.03,,EColi,246,3/23/19,3,435,1
G8,UNKNOWN,33.593,,EColi,246,3/23/19,3,435,10
G9,UNKNOWN,30.85,,EColi,254,3/23/19,11,430,1
G10,UNKNOWN,31.13,,EColi,254,3/23/19,11,430,1
G11,UNKNOWN,34.496,,EColi,254,3/23/19,11,430,10
H3,UNKNOWN,31.374,,EColi,215,2/23/19,8,415,1
H4,UNKNOWN,31.146,,EColi,215,2/23/19,8,415,1
H5,UNKNOWN,34.82,,EColi,215,2/23/19,8,415,10
H6,UNKNOWN,30.099,,EColi,247,3/23/19,4,430,1
H7,UNKNOWN,29.995,,EColi,247,3/23/19,4,430,1
H8,UNKNOWN,34.413,,EColi,247,3/23/19,4,430,10
H9,UNKNOWN,28.762,,EColi,255,3/23/19,12,420,1
H10,UNKNOWN,28.683,,EColi,255,3/23/19,12,420,1
H11,UNKNOWN,31.766,,EColi,255,3/23/19,12,420,10
