Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
C8,UNKNOWN,35.548,,entero,184,2/18/19,S4-M,380,10
C9,UNKNOWN,36.613,,entero,192,2/18/19,S7-B,335,1
C10,UNKNOWN,36.055,,entero,192,2/18/19,S7-B,335,1
C11,UNKNOWN,38.904,,entero,192,2/18/19,S7-B,335,10
D3,UNKNOWN,34.282,,entero,177,2/18/19,S2-B,370,1
D4,UNKNOWN,35.152,,entero,177,2/18/19,S2-B,370,1
D5,UNKNOWN,40.372,,entero,177,2/18/19,S2-B,370,10
D6,UNKNOWN,33.059,,entero,185,2/18/19,S4-S,215,1
D7,UNKNOWN,32.825,,entero,185,2/18/19,S4-S,215,1
D8,UNKNOWN,35.13,,entero,185,2/18/19,S4-S,215,10
D9,UNKNOWN,35.079,,entero,193,2/18/19,S7-M,340,1
D10,UNKNOWN,34.704,,entero,193,2/18/19,S7-M,340,1
D11,UNKNOWN,42.08,,entero,193,2/18/19,S7-M,340,10
E3,UNKNOWN,34.073,,entero,178,2/18/19,S2-M,350,1
E4,UNKNOWN,34.522,,entero,178,2/18/19,S2-M,350,1
E5,UNKNOWN,35.969,,entero,178,2/18/19,S2-M,350,10
E6,UNKNOWN,31.748,,entero,186,2/18/19,S5-B,435,1
E7,UNKNOWN,31.839,,entero,186,2/18/19,S5-B,435,1
E8,UNKNOWN,34.194,,entero,186,2/18/19,S5-B,435,10
E9,UNKNOWN,33.924,,entero,194,2/18/19,S7-S,350,1
E10,UNKNOWN,34.272,,entero,194,2/18/19,S7-S,350,1
E11,UNKNOWN,41.067,,entero,194,2/18/19,S7-S,350,10
F3,UNKNOWN,31.777,,entero,179,2/18/19,S2-S,310,1
F4,UNKNOWN,32.828,,entero,179,2/18/19,S2-S,310,1
F5,UNKNOWN,34.94,,entero,179,2/18/19,S2-S,310,10
F6,UNKNOWN,33.115,,entero,187,2/18/19,S5-M,420,1
F7,UNKNOWN,33.343,,entero,187,2/18/19,S5-M,420,1
F8,UNKNOWN,36.157,,entero,187,2/18/19,S5-M,420,10
F9,UNKNOWN,34.188,,entero,195,2/18/19,S8-B,335,1
F10,UNKNOWN,34.239,,entero,195,2/18/19,S8-B,335,1
F11,UNKNOWN,37.808,,entero,195,2/18/19,S8-B,335,10
G3,UNKNOWN,35.948,,entero,180,2/18/19,S3-B,335,1
G4,UNKNOWN,35.057,,entero,180,2/18/19,S3-B,335,1
G5,UNKNOWN,37.34,,entero,180,2/18/19,S3-B,335,10
G6,UNKNOWN,32.916,,entero,188,2/18/19,S5-S,370,1
G7,UNKNOWN,33.254,,entero,188,2/18/19,S5-S,370,1
G8,UNKNOWN,38.106,,entero,188,2/18/19,S5-S,370,10
G9,UNKNOWN,33.198,,entero,196,2/18/19,S8-M,320,1
G10,UNKNOWN,27.37,,entero,196,2/18/19,S8-M,320,1
G11,UNKNOWN,36.585,,entero,196,2/18/19,S8-M,320,10
H3,UNKNOWN,34.65,,entero,181,2/18/19,S3-M,335,1
H4,UNKNOWN,34.419,,entero,181,2/18/19,S3-M,335,1
H5,UNKNOWN,37.795,,entero,181,2/18/19,S3-M,335,10
H6,UNKNOWN,33.167,,entero,189,2/18/19,S6-B,380,1
H7,UNKNOWN,32.886,,entero,189,2/18/19,S6-B,380,1
H8,UNKNOWN,35.455,,entero,189,2/18/19,S6-B,380,10
H9,UNKNOWN,34.767,,entero,197,2/18/19,S8-S,310,1
H10,UNKNOWN,35.286,,entero,197,2/18/19,S8-S,310,1
H11,UNKNOWN,,,entero,197,2/18/19,S8-S,310,10
